Arquivo	Página	Texto
FOCO+035.pdf	3	Kelvym Alves Matos, Mônica Oliveira Dominici Godinho _________________________________________________________________________________ Guerra Fria. No entanto, a partir da década de 1980 a invenção ultrapassou o universo militar e ganhou o mundo. (Barros, 2023). Ainda na década de 1970, o desenvolvimento da cibercultura ocorre com o surgimento da microinformática, a convergência tecnológica e o estabelecimento do uso do computador pessoal (PC) (Moura et al., 2021). A internet não é apenas mais uma tecnologia, é responsável por uma série de profundas mudanças sociais, econômicas, políticas e culturais. Estamos vivendo na sociedade em rede voltada ao uso da informação, onde as tecnologias digitais integram o mundo em redes interligadas globalmente. O surgimento da internet possibilitou a criação dos sites de redes sociais. Em 2002, o Brasil já possuía um pequeno número de usuários em alguns dos principais sites de relacionamento do mundo. Porém, foi a invenção do Orkut em 2004, e sua popularização pouco menos de dois anos depois, que fez com que os brasileiros aderissem às redes sociais na internet (Castells, 2023). A utilização da Internet é uma das atividades que mais ocupam tempo entre os jovens. Entre os 183,9 milhões de pessoas com mais de 10 anos de idade no país; 84,7% utilizaram a internet no período de referência da Pnad TIC, em 2021. Em 2019, esse percentual era de 79,5%. Isto é, os brasileiros usuários de Internet já formam um contingente de 155,7 milhões, o que representa mais 11,8 milhões de usuários de Internet em relação a 2019. De acordo com a Pesquisa Nacional por Amostra de Domicílios Contínua – PNAD Contínua sobre o módulo de Tecnologia da Informação e Comunicação – TIC realizada em 2021 pelo IBGE, a Internet já é acessível em 90% dos domicílios brasileiros. Se comparado ao ano de 2019, esse número representa um aumento de 6%. O acesso na área rural também aumentou de 57,8% para 74,7%, mas ainda é menor do que na área urbana, que subiu de 88,1% para 92,3% entre 2019 e 2021. A pesquisa revelou, ainda, que o celular é o dispositivo mais utilizado para acessar a Internet em casa, representando 99,5% (Correa, 2021). Neste contexto, considera-se rede social como qualquer aplicativo na Internet que permite a comunicação e a interação social. Uma rede social é, portanto, um serviço cibernético que permite aos indivíduos criar um perfil público ou semipúblico contendo informações sobre si mesmos, ao qual estão conectados e compartilhar informações, o que permite que essas informações sejam vistas por outras pessoas Revista Foco |Curitiba (PR)| v.17.n.4|e4716| p.01-18 |2024 3
FOCO+035.pdf	4	A INFLUÊNCIA DO USO EXCESSIVO DAS REDES SOCIAIS NA SAÚDE MENTAL DE ADOLESCENTES: UMA REVISÃO INTEGRATIVA _________________________________________________________________________________ no mesmo sistema (Assunção, 2024). O conceito de rede social também inclui aplicativos de compartilhamento de vídeos e informações, como YOUTUBE e TIKTOK, além de sites de jogos e realidade virtual. Entre os mais conhecidos e utilizados pelos jovens estão o FACEBOOK, INSTAGRAM e TWITTER (O'Keeffe; Clarke, 2021). O WhatsApp é a plataforma mais utilizada pelos internautas brasileiros entre 16 e 64 anos. Em seguida vem o Instagram (89,8%) e o Facebook (86,8%). Já o TikTok, que teve um crescimento vertiginoso nos últimos anos, aparece em quarto lugar, usado por 65,9% desse público (Koc, 2023). Outro aspecto das redes sociais que atrai muito os jovens é o fato de terem possibilitado a convergência de atividades que até recentemente eram desenvolvidas de forma isolada, como a comunicação entre diferentes ciclos de contato via e-mail, mensagens, páginas pessoais, blogs e revistas, compartilhamento de fotos, músicas e vídeos (Dâmaso et al., 2022). Deste modo, dada a quantidade de tempo que os jovens passam usando várias mídias – e mídias sociais em particular – pais, professores e profissionais de saúde estão preocupados com o impacto negativo que essas tecnologias podem ter no desenvolvimento cognitivo e social dos jovens. Os efeitos negativos da utilização da internet e das redes sociais abrangem vários níveis, nomeadamente o desenvolvimento físico, psicológico e social dos jovens (Agarwal; Dhanasekaran, 2024). A nível psicológico destacam-se: solidão, isolamento social, tristeza, depressão, ansiedade e impaciência, perturbações de personalidade e psicose, alterações de humor, irritabilidade, desatenção e apatia; biologicamente perceptíveis: tendinite e síndrome do túnel do carpo, dor nas costas, privação do sono, distúrbios alimentares e obesidade, deficiência visual. No plano social, destacam-se a timidez e a fobia social (Silva et al., 2021). Muitos desses resultados negativos são devidos ao uso patológico / viciante ou excessivo dessas plataformas de comunicação, definidas como transtorno de controle de impulsos no qual os indivíduos desenvolvem preocupações cognitivas e comportamentos compulsivos e experimentam aumento da pressão e excitação para se envolver em atividades relacionadas à mídia social”, e sentir alegria ou alívio em sua realização. Revista Foco |Curitiba (PR)| v.17.n.4|e4716| p.01-18 |2024 4
FOCO+035.pdf	5	"Kelvym Alves Matos, Mônica Oliveira Dominici Godinho _________________________________________________________________________________ Dessa forma o presente artigo apresenta como objetivo analisar como o uso excessivo das redes sociais afeta a saúde mental de crianças e adolescentes. 2. Metodologia Foi desenvolvida uma revisão integrativa da literatura. Para responder ao objetivo deste estudo, a revisão integrativa de literatura mostrou-se o instrumento mais fecundo, pois permite, além de revisar a produção acadêmica, fazer a síntese do conhecimento e organizar as produções sobre o tema, no âmbito científico, garantindo assim um rigor metodológico e a apresentação crítica da análise dos textos (Souza; Silva; Carvalho, 2010). A coleta de dados ocorreu nas bases de dados Web Of Science, Scopus e Medline. Para identificar o termo oficial indexado para uso excessivo de internet, foi feita a pesquisa na base dos descritores em ciências da saúde (deCS/MeSH). Para “vicio em internet” apareceram: “internet addiction disorder” e “transtorno de adição à internet”. Para a busca nas bases de dados, respeitou-se a especificidade de cada portal, de modo que ao final foram utilizados os descritores: “mental health”, AND “social midia,” AND NOT "" psychological disorder"". Assim como foram usados também: redes sociais, crianças e jovens, transtornos psicológicos, e saúde mental"". Para selecionar as referências nas bases de dados, respeitou-se a especificidade de cada portal na busca avançada, para conter pelo menos um dos termos no título, com acesso aberto, texto na íntegra, em português ou inglês e somente artigos empíricos. Foram considerados como critérios de inclusão: a) artigo completo; b) disponibilizado em língua portuguesa; c) conter no conteúdo dos artigos dependência ou uso excessivo de internet ou redes sociais como tema central; d) ter sido publicado entre 2019 e 2024. Como critérios de exclusão têm-se: a) texto disponibilizado de forma parcial; b) texto disponível em outro idioma que não o português e inglês c) Teses e dissertações, livros e capítulos de livros. d) não apresentar o vício, dependência ou uso excessivo de internet como tema central. Para evitar a duplicação dos dados, estes foram cruzados. Após revisar as publicações, foi encontrado 35 artigos (Fluxograma) cujos títulos e resumos foram lidos levando-se em conta os critérios de inclusão e exclusão Revista Foco |Curitiba (PR)| v.17.n.4|e4716| p.01-18 |2024 5"
FOCO+035.pdf	6	A INFLUÊNCIA DO USO EXCESSIVO DAS REDES SOCIAIS NA SAÚDE MENTAL DE ADOLESCENTES: UMA REVISÃO INTEGRATIVA _________________________________________________________________________________ estabelecidos. Desses estudos, 10 artigos não foram usados devido aos critérios de exclusão restando um total de 25 artigos para leitura na íntegra. Após revisar os estudos 11 artigos foram Artigos excluídos por não atenderem à temática, sendo selecionados 14 estudos para compor a Revisão integrativa. Uma vez selecionados os artigos, eles foram arquivados para selecionar os dados para coleta e análise. Os dados coletados foram apresentados em forma de tabela para que o leitor pudesse avaliar a aplicabilidade da análise integrativa construída para atender ao objetivo desse método. Figura 1. Fluxograma de PRISMA com a seleção dos estudos Fonte: elaborado pelo autor 3. Resultados Aplicando os critérios de inclusão e exclusão, o quadro a seguir mostra as principais informações sobre a influência do uso excessivo das redes sociais na saúde mental de crianças e adolescentes encontradas nos 14 estudos analisados. O quadro 1 inclui dados sobre o autor do artigo, o ano e os principais achados. Dessa forma, a análise dos resultados foi mais eficiente e os diferentes efeitos desse modelo comportamental ficaram mais visíveis. Revista Foco |Curitiba (PR)| v.17.n.4|e4716| p.01-18 |2024 6
FOCO+035.pdf	7	Kelvym Alves Matos, Mônica Oliveira Dominici Godinho _________________________________________________________________________________ Quadro 1. Quadro sinóptico com a distribuição e organização dos artigos selecionados considerando autor(es), ano, e principais achados. Autor(es)/Ano Principais achados Coyne et al., (2019). Esse estudo longitudinal não encontrou associação entre o tempo de uso do celular com o aumento da ansiedade e depressão. Nunes et al., (2021). Na amostra coletada foi indicado prevalência do uso maléfico do smartphone, o que contribui para queixas de saúde física e mental. Vieira et al., (2022). A maioria dos estudantes faz uso excessivo de redes sociais, isso afeta diretamente a saúde mental deles. Yang et al., (2022). O vício em smartphones e a depressão podem ser variáveis mediadoras sequenciais na associação entre a insatisfação corporal e transtornos alimentares. Adorjan; Ricciardelli (2021). Os adolescentes estão familiarizados com o vício em smartphones. Os algoritmos contribuem para senso de poder deles. Sanches; Forte (2019). A internet não é totalmente nociva, porém ela configura um ambiente propício para o surgimento de problemas psicológicos. Souza; Oliveira (2020). Alta influência da mídia e redes sociais na imagem criada sobre jovens infratores. Alto índice de violência virtual direcionada a esses adolescentes. Freitas et al., (2021). O uso das redes sociais está aumentando e provoca a gênese de novas formas de adoecimento, principalmente o mental. Sales et al., (2021) O uso problemático dos recursos tecnológicos pode contribuir para o surgimento de transtornos psicológicos. Gao et al., (2020). Alta prevalência de problemas de saúde mental devido o mal-uso da tecnologia durante a pandemia. GhaemI, (2020). O crescimento de níveis de ansiedade e depressão nos adolescentes acompanhou o surgimento da tecnologia e o fenômeno atual do uso prolongado desta. Abi-JaoudE et al., (2020). O uso maléfico de smartphones está relacionado com aumento do sofrimento mental, comportamento auto lesivo, suicídio - as meninas são mais suscetíveis. Junior et al., (2022). Ainda há necessidade de muitos estudos sobre esse assunto, mas a maioria indica que a tecnologia causa prejuízos a saúde mental dos jovens. Dias et al., (2019). O adolescente usa a internet como um caminho alternativo para escapar da realidade, aqueles que possuem um grupo pessoal na rede estão menos sujeitos aos malefícios dela. Fonte: elaborado pelo autor Revista Foco |Curitiba (PR)| v.17.n.4|e4716| p.01-18 |2024 7
FOCO+035.pdf	8	A INFLUÊNCIA DO USO EXCESSIVO DAS REDES SOCIAIS NA SAÚDE MENTAL DE ADOLESCENTES: UMA REVISÃO INTEGRATIVA _________________________________________________________________________________ 4. Discussão O uso excessivo das redes sociais tem sido objeto de preocupação crescente quando se trata da saúde mental de crianças e adolescentes. O impacto dessas plataformas digitais vai além da mera interação social; ele permeia a psique jovem de maneiras complexas e, muitas vezes, negativas. Em primeiro lugar, as redes sociais podem contribuir para o desenvolvimento de problemas de autoestima e imagem corporal. A constante exposição a imagens editadas e padrões irreais de beleza pode levar os jovens a compararem-se constantemente com os outros, resultando em sentimentos de inadequação e insatisfação com seus corpos e vidas. Além disso, o uso excessivo das redes sociais pode levar à dependência e ao isolamento social. À medida que os jovens passam cada vez mais tempo navegando em aplicativos e sites, eles podem se desconectar do mundo real, prejudicando suas habilidades sociais e relacionamentos interpessoais. Isso pode levar a sentimentos de solidão e alienação, que, por sua vez, podem agravar problemas de saúde mental, como a depressão e a ansiedade. Outra preocupação é o cyberbullying, que é a prática de usar a internet para assediar, intimidar ou humilhar outras pessoas. As redes sociais oferecem aos bullies uma plataforma para atacar suas vítimas de forma impiedosa e muitas vezes anônima, causando danos psicológicos profundos nas crianças e adolescentes que são alvo de tais comportamentos. Além disso, o uso excessivo das redes sociais pode afetar negativamente o sono dos jovens. A exposição à luz azul emitida por dispositivos eletrônicos pode interferir nos ritmos naturais do sono, dificultando a obtenção de um boa noite de descanso. Isso pode levar a problemas de saúde física e mental, incluindo fadiga, irritabilidade e dificuldade de concentração. Diante dessa informação, os estudos selecionados foram realizados em diferentes países, como Canadá, China, Brasil e Estados Unidos, fornecendo uma ampla gama de literatura para explorar o tópico deste estudo. A maioria dos artigos mostrou um efeito significativo na relação entre o abuso de redes sociais e o desenvolvimento de problemas de saúde mental. Embora um artigo não tenha Revista Foco |Curitiba (PR)| v.17.n.4|e4716| p.01-18 |2024 8
FOCO+035.pdf	9	Kelvym Alves Matos, Mônica Oliveira Dominici Godinho _________________________________________________________________________________ refletido isso de forma significativa, está claro que a Internet tem lados positivos e negativos que devem ser explorados de forma centrada no usuário. Um estudo longitudinal de oito anos examinou a relação entre o tempo gasto no uso de sites de redes sociais e sua associação com níveis mais altos de depressão e ansiedade, analisando as características individuais dos participantes. A amostra consistiu em 500 adolescentes com idades entre 13 e 20 anos que preencheram questionários a cada ano. Os resultados do estudo mostraram que um aumento no tempo gasto on-line não estava associado a um aumento nos problemas de saúde mental durante a adolescência quando considerado em nível individual (Coyne et al., 2019). Destarte, de acordo com Coyne et al., (2019), as horas gastas em redes sociais não são necessariamente indicativas de problemas de saúde mental. Portanto, os pesquisadores devem examinar o contexto e o conteúdo associados a esse uso da tecnologia, bem como muitos outros fatores que podem explicar o aumento dos problemas de saúde mental na adolescência e na idade adulta jovem. Em outro contexto, os estudos publicados por Nunes et al., (2021), Yang et al., (2022) e Vieira et al., (2022) concluíram que a maioria dos adolescentes apresenta sinais de dependência da Internet porque usam excessivamente a mídia digital. Ao analisar uma população de 286 adolescentes com idades entre 15 e 19 anos, Nunes et al., (2021) confirmaram que a maioria dos adolescentes apresentava algum nível de dependência no uso de smartphones. Esse estudo estabeleceu uma relação entre o problema e o aparecimento de sintomas de dor física e um aumento de problemas psicológicos, como insônia, fadiga, problemas de memória, irritabilidade, dificuldade de concentração e sentimentos de inutilidade. Em um estudo transversal realizado por Vieira et al., (2022), os adolescentes da amostra apresentaram uso excessivo de mídia digital. Em comparação com outros estudos, a prevalência da dependência dos adolescentes em relação à tecnologia foi maior, o que nos permite analisar as consequências subsequentes desse problema. As mais comuns são o aumento significativo da ansiedade, da depressão, dos comportamentos suicidas e da dismorfia corporal. Nota-se que a dependência de crianças e jovens em relação às redes sociais é uma preocupação crescente no mundo contemporâneo. Essas plataformas digitais Revista Foco |Curitiba (PR)| v.17.n.4|e4716| p.01-18 |2024 9
FOCO+035.pdf	10	"A INFLUÊNCIA DO USO EXCESSIVO DAS REDES SOCIAIS NA SAÚDE MENTAL DE ADOLESCENTES: UMA REVISÃO INTEGRATIVA _________________________________________________________________________________ oferecem uma infinidade de estímulos e interações que podem levar ao desenvolvimento de comportamentos aditivos e prejudiciais. Figueiredo et al., (2022), menciona que a natureza altamente estimulante das redes sociais pode levar os jovens a buscar constantemente a gratificação instantânea que elas proporcionam. A constante necessidade de verificar notificações, curtidas e compartilhamentos pode resultar em um ciclo vicioso de uso compulsivo, onde os jovens têm dificuldade em se desconectar e se envolver em outras atividades. Também destaca que as redes sociais muitas vezes servem como uma forma de escape ou evasão dos problemas da vida real. Para alguns jovens, o mundo online oferece um refúgio onde podem construir identidades alternativas ou buscar validação e aceitação que talvez não encontrem offline. Essa busca por uma realidade virtual pode levar à alienação social e ao isolamento emocional. Alguns autores destacaram consequências negativas, como a deterioração da saúde mental devido à ansiedade relacionada à tecnologia, como o medo de perder a conexão social associada à tecnologia on-line. Portanto, este artigo se concentra em conversas com adolescentes sobre essa interdependência em transformação e explora suas experiências e percepções sobre a ideia de que as ""crianças modernas"" são dependentes de seus dispositivos. As discussões revelam que os adolescentes adotam ativamente rótulos de dependência, reforçam seu senso de poder sobre a influência dos algoritmos e fazem distinção entre adultos como ""imigrantes digitais"" e jovens como ""nativos digitais"" (Adorjan; Ricciardelli, 2021). Outra análise mostrou pela primeira vez que o vício em smartphones e a depressão podem ser variáveis mediadoras consistentes na associação entre insatisfação corporal e transtornos alimentares. No entanto, esse foi um estudo transversal, e futuros estudos longitudinais poderiam testar melhor as relações causais entre essas variáveis (Yang et al., 2022). Por outro lado, os estudos de Sanches e Forte (2019), Souza e Oliveira (2020), Freitas et al., (2021), Sales et al., (2021), Ghaemi (2020), Abi-joude et al., (2020), Gao et al., (2020) e Junior et al., (2022) mostram que os ambientes virtuais contribuem para os transtornos mentais em adolescentes. Um estudo estatístico sobre a percepção da qualidade de vida entre estudantes do ensino superior mostrou que 96,8% dos 343 participantes da pesquisa afirmaram Revista Foco |Curitiba (PR)| v.17.n.4|e4716| p.01-18 |2024 10"
FOCO+035.pdf	11	"Kelvym Alves Matos, Mônica Oliveira Dominici Godinho _________________________________________________________________________________ usar dispositivos eletrônicos diariamente. Os alunos também indicaram que esse problema pode levar a sentimentos desagradáveis, como solidão e baixa autoestima. Desse ponto de vista, fica claro que a Internet é um ambiente perigoso para pessoas em estado de vulnerabilidade (Sanches; Forte, 2019). Souza e Oliveira (2020) argumentam que o ambiente virtual contribui de alguma forma para a estigmatização da identidade dos jovens infratores. De fato, a mídia promove imagens populares que enriquecem os preconceitos das pessoas em relação a esses jovens. Como resultado, alguns adolescentes são expostos a vários ataques virtuais que prejudicam seu desenvolvimento psicossocial. Após a realização de 71 pesquisas sobre a opinião dos adolescentes a respeito das mídias sociais e sua contribuição para o crescimento de problemas psicológicos, constatou-se que o maior risco para a saúde mental nesse ambiente é a divulgação e a vergonha que ela causa nos adolescentes (Freitas et al., 2021). De acordo com Sales et al., (2021), os adolescentes são os mais afetados pelo fenômeno do uso excessivo da Internet porque ainda estão se desenvolvendo como indivíduos. Nesse sentido, observou-se que a Internet tem um impacto positivo no desenvolvimento de sintomas de transtornos mentais e insatisfação corporal, que contribuem para o desenvolvimento de transtornos alimentares. É importante observar que esse problema também contribui para o desenvolvimento de doenças físicas, pois esse vício incentiva um estilo de vida sedentário e maus hábitos alimentares. Os resultados do estudo de O'Reilly et al., (2020) dividem a Internet em seus lados ""bom"", ""ruim"" e ""feio"". Eles descobriram que, de todos os danos que podem ser causados pelo uso inadequado das redes sociais, os adolescentes que ficam on-line sem a presença de um grupo privado correm maior risco. Os autores citam como lado bom e ruim: Lado Bom: Conexão e Comunicação: As redes sociais permitem que as pessoas se conectem e comuniquem instantaneamente, independentemente da distância geográfica. Isso fortalece relacionamentos pessoais e profissionais, facilitando o compartilhamento de informações e a manutenção de laços sociais. Revista Foco |Curitiba (PR)| v.17.n.4|e4716| p.01-18 |2024 11"
FOCO+035.pdf	12	A INFLUÊNCIA DO USO EXCESSIVO DAS REDES SOCIAIS NA SAÚDE MENTAL DE ADOLESCENTES: UMA REVISÃO INTEGRATIVA _________________________________________________________________________________ Acesso à Informação: As redes sociais são uma fonte rápida e acessível de informações sobre uma ampla gama de tópicos. Elas permitem que as pessoas se mantenham atualizadas sobre notícias, eventos e tendências em todo o mundo. Expressão Criativa: As plataformas de redes sociais oferecem um espaço para a expressão criativa, permitindo que os usuários compartilhem arte, música, fotografia, escrita e outras formas de criação com um público amplo. Oportunidades Profissionais: As redes sociais podem ser utilizadas como ferramentas poderosas para networking e desenvolvimento de carreira. Elas oferecem oportunidades para construir uma marca pessoal, encontrar empregos e colaborar em projetos profissionais. Conscientização e Ativismo: As redes sociais têm sido fundamentais na disseminação de informações sobre questões sociais e ambientais, permitindo que as pessoas se envolvam em causas e movimentos de ativismo. Lado Ruim: Vício e Dependência: O uso excessivo das redes sociais pode levar à dependência, com muitos usuários sentindo a necessidade compulsiva de verificar constantemente suas contas e atualizações. Impacto na Saúde Mental: O cyberbullying, a comparação social negativa e a exposição a conteúdos prejudiciais podem ter um impacto negativo na saúde mental dos usuários, contribuindo para a ansiedade, depressão e baixa autoestima. Disseminação de Desinformação: As redes sociais também são frequentemente usadas para espalhar desinformação e notícias falsas, o que pode levar a mal-entendidos, polarização e conflitos. Privacidade e Segurança: A privacidade dos usuários muitas vezes é comprometida nas redes sociais, com informações pessoais sendo coletadas e compartilhadas sem o consentimento adequado. Além disso, as redes sociais também podem ser alvos de hackers e ataques cibernéticos, colocando em risco a segurança dos usuários. Impacto na Produtividade e Bem-Estar: O tempo excessivo gasto nas redes sociais pode prejudicar a produtividade no trabalho e nos estudos, além de contribuir para o sedentarismo e problemas de saúde física decorrentes do estilo de vida sedentário. Revista Foco |Curitiba (PR)| v.17.n.4|e4716| p.01-18 |2024 12
FOCO+035.pdf	13	Kelvym Alves Matos, Mônica Oliveira Dominici Godinho _________________________________________________________________________________ Além disso, alguns autores concluíram que a Internet é frequentemente usada como um meio de fuga das difíceis realidades que os adolescentes enfrentam nesse estágio de seu desenvolvimento biopsicossocial. Felizmente, esse estudo também descobriu que os adolescentes que têm um grupo de apoio nesse contexto também têm menos probabilidade de sofrer os danos da exposição prolongada à mídia digital (Dias et al., 2019). É crucial que pais, educadores e profissionais de saúde estejam atentos aos sinais de dependência das redes sociais e ofereçam apoio e orientação adequados. Isso pode incluir estabelecer limites claros para o tempo de tela, promover atividades offline e ensinar habilidades de autorregulação digital. É importante promover uma cultura de comunicação aberta, onde os jovens se sintam à vontade para discutir seus sentimentos e preocupações em relação ao uso das redes sociais, sem medo de julgamento ou repreensão. Ao trabalhar juntos, podemos ajudar os jovens a desenvolver uma relação equilibrada e saudável com a tecnologia, preservando assim sua saúde mental e bem-estar (Siciliano et al., 2022). Neste contexto, o psicólogo pode atuar de diversas formas no enfrentamento do uso excessivo de redes sociais por crianças e adolescentes. Uma das abordagens possíveis é a realização de avaliações psicológicas para identificar os padrões de comportamento online dos jovens, as motivações por trás do uso intensivo das redes sociais e os possíveis impactos negativos na vida cotidiana e nas relações interpessoais. Além disso, o psicólogo pode desenvolver estratégias de intervenção e de prevenção, com o objetivo de promover o uso saudável e equilibrado das redes sociais. Isso pode incluir a criação de programas de conscientização e educação digital, o estabelecimento de limites e regras claras em relação ao uso das tecnologias, o estímulo ao desenvolvimento de habilidades de autorregulação e o fortalecimento das relações familiares e sociais offline (Souza e Oliveira, 2020). Freitas et al., (2021) corrobora com os autores supracitados mencionando que o psicólogo também pode atuar no acolhimento e no suporte emocional dos jovens que estão enfrentando dificuldades relacionadas ao uso excessivo de redes sociais, oferecendo espaços de escuta, reflexão e orientação para lidar com questões como baixa autoestima, ansiedade, isolamento social e cyberbullying. Revista Foco |Curitiba (PR)| v.17.n.4|e4716| p.01-18 |2024 13
FOCO+035.pdf	14	A INFLUÊNCIA DO USO EXCESSIVO DAS REDES SOCIAIS NA SAÚDE MENTAL DE ADOLESCENTES: UMA REVISÃO INTEGRATIVA _________________________________________________________________________________ É importante ressaltar, portanto, que o uso saudável das redes sociais é um desafio complexo e multifacetado, que envolve não apenas a atuação individual dos jovens, mas também a participação ativa da família, da escola e da sociedade como um todo. Nesse sentido, o trabalho do psicólogo se mostra essencial para promover a reflexão crítica, o diálogo aberto e a construção de estratégias coletivas para o enfrentamento dos desafios e dos riscos associados ao uso excessivo de redes sociais por crianças e adolescentes. 5. Considerações Finais Ao término desta revisão, pode-se observar que o uso excessivo das redes sociais tem se mostrado uma questão de grande relevância e impacto na saúde mental de crianças e adolescentes. Estudos e pesquisas têm apontado uma série de consequências negativas associadas a esse comportamento, incluindo o aumento do estresse, da ansiedade, da solidão, da baixa autoestima e do risco de desenvolvimento de quadros de depressão e outros transtornos psicológicos. A exposição constante a conteúdos prejudiciais, a pressão por likes e seguidores, a comparação constante com os outros e o cyberbullying são apenas alguns dos fatores que contribuem para o impacto negativo do uso excessivo das redes sociais na saúde mental dos jovens e crianças. Além disso, o tempo excessivo dedicado às telas pode interferir no sono, na concentração, na interação social presencial e no desenvolvimento de habilidades emocionais e cognitivas essenciais para o crescimento saudável. Diante desse cenário preocupante, é fundamental que pais, educadores, profissionais de saúde e a sociedade como um todo estejam atentos e engajados na promoção de um uso saudável e equilibrado das redes sociais por parte das crianças e adolescentes. A conscientização, a educação digital, o estabelecimento de limites claros, o fortalecimento das relações offline e o apoio psicológico são medidas essenciais para prevenir e mitigar os impactos negativos do uso excessivo das redes sociais na saúde mental dos jovens. Em última análise, é necessário promover um diálogo aberto e contínuo sobre os desafios e as oportunidades trazidos pela era digital, buscando formas de utilizar Revista Foco |Curitiba (PR)| v.17.n.4|e4716| p.01-18 |2024 14
FOCO+035.pdf	15	Kelvym Alves Matos, Mônica Oliveira Dominici Godinho _________________________________________________________________________________ as tecnologias de maneira positiva, consciente e responsável, visando sempre o bem-estar e o desenvolvimento saudável das novas gerações. A saúde mental das crianças e dos adolescentes deve ser uma prioridade em meio às transformações e desafios do mundo digital, e a prevenção e o cuidado devem ser encarados como pilares essenciais para a promoção de uma sociedade mais equilibrada e saudável. Embora a presente revisão tenha trazido uma maior noção sobre as características da dependência de internet não foi descrito formas de tratamento tidas como eficazes, por esse motivo sugere-se novas pesquisas sobre o assunto, para que possam reforçar a relevância da inclusão dessa patologia em meios de pesquisas, facilitando o diagnóstico e otimizando o trabalho dos psicólogos no tratamento dos usuários. Atualmente na literatura o uso excessivo das redes sociais e seus impactos na saúde mental é pouco debatido pelo psicólogos, sendo este um profissional de saúde mental se torna indispensável sua interação com a temática sendo de suma importância sua atuação no processo de prevenção e psicoeducação acerca do assunto, discussões sobre o uso excessivo da internet também podem ter função preventiva, alertando os jovens e suas famílias quanto aos malefícios de um uso descontrolado dessa ferramenta tão popular, e como isso pode ser evitado. REFERÊNCIAS ABI-JAOUDE, E.; NAYLOR, K. T.; PIGNATIELLO, A. Smartphones, social media use and youth mental health. CMAJ: Canadian Medical Association journal = journal de l'Association medicale canadienne, [online] v. 192 (6), p. 136-141 fev. 2020. Disponível em: https://doi.org/10.1503/cmaj.190434. Acesso em: 20 mar. 2024. ADORJAN, M.; RICCIARDELLI, R. Smartphone and social media addiction: Exploring the perceptions and experiences of Canadian teenagers. Canadian Review of Sociology/Revue Canadienne de Sociologie, [online], v. 58 (1), p. 45-64. fev. 2021. Disponível em: DOI: https://doi.org/10.1111/cars.12319. Acesso em: 15 fev. 2024. AGARWAL, V; DHANASEKARAN, S. Harmful Effects of Media on Children and Adolescents. Journal of Indian Association for Child and Adolescent Mental Health, 2024. ASSUNÇÃO, R. S. Perspetivas dos adolescentes sobre o uso do Facebook: um estudo qualitativo. Psicologia em Estudo, 2024. BARROS, Tiago. Internet completa 44 anos; relembre a história da web. Disponível em:http://www.tectudo.com.br/artigos/noticias/2013/04/internet-completa-44-anos- relebre-historia-da-web.htmç. 2023. Acesso em: 05 fev. 2024. Revista Foco |Curitiba (PR)| v.17.n.4|e4716| p.01-18 |2024 15
